market,variety,arrival_date,arrivals_mt,minimum_price,maximum_price,modal_price,lag_1,lag_7,rolling_mean_7,rolling_mean_14,rolling_std_7,rolling_std_14,price_change_1,price_change_7,price_vs_rolling_7,price_vs_rolling_14,month,day_of_week,target_modal_price
Amalapuram APMC,1001,2026-07-18,8.0,2368.0,2468.0,2368.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,-1.0,-1.0,0.9995778809624314,0.9995778809624314,7,5,2369.0
Bapatla APMC,B P T,2026-07-18,0.1,2200.0,2400.0,2300.0,2450.0,2450.0,2451.285714285714,2450.6428571428573,3.4016802570830595,2.4053511772117915,-150.0,-150.0,0.9382831167317442,0.9385292488851321,7,5,2450.0
Kothavalasa APMC,1001,2026-07-18,2.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2369.0
Kovvur APMC,MTU-1010,2026-07-18,1.0,2441.0,2441.0,2441.0,2441.0,2400.0,2417.5714285714284,2408.785714285714,21.91542183681909,17.45842785867908,0.0,41.0,1.0096909531406961,1.013373661892477,7,5,2441.0
Kuchinapudi APMC,B P T,2026-07-18,1.0,2800.0,3000.0,2900.0,2900.0,2450.0,2578.5714285714284,2514.285714285714,177.61649430055496,137.8803430913524,0.0,450.0,1.1246537396121885,1.1534090909090908,7,5,2900.0
Mylavaram APMC,1001,2026-07-18,0.1,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2369.0
Nandigama APMC,B P T,2026-07-18,0.1,1990.0,1990.0,1990.0,1990.0,1970.0,1974.2857142857142,1955.7142857142858,11.33893419028011,28.746715053614132,0.0,20.0,1.007959479015919,1.0175310445580716,7,5,1970.0
Polavaram APMC,1001,2026-07-18,1.0,2445.0,2445.0,2445.0,2445.0,2390.0,2421.4285714285716,2405.714285714286,29.398736610366026,25.784397701617472,0.0,55.0,1.0097345132743363,1.0163301662707838,7,5,2445.0
Tiruvuru APMC,Sona,2026-07-18,40.0,2500.0,2500.0,2500.0,2500.0,2450.0,2472.714285714286,2432.785714285714,25.721030861367524,99.39523171617289,0.0,50.0,1.0110347218210178,1.0276285269679086,7,5,2550.0
Atmakur (SPSR Nellore District) APMC,Nellore Sanna,2026-07-19,16.7,2300.0,2400.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2369.0
Kothavalasa APMC,1001,2026-07-19,1.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2369.0
Nandigama APMC,B P T,2026-07-19,0.1,1970.0,1970.0,1970.0,1990.0,1970.0,1977.142857142857,1962.857142857143,12.535663410563158,23.014567770661955,-20.0,0.0,0.9963872832369942,1.0036390101892285,7,6,1965.0
Amalapuram APMC,1001,2026-07-20,8.0,2369.0,2468.0,2369.0,2368.0,2369.0,2368.8571428571427,2368.9285714285716,0.37796447300918423,0.26726124191244305,1.0,0.0,1.00006030635629,1.000030152268958,7,0,2369.0
Bapatla APMC,B P T,2026-07-20,0.1,2400.0,2500.0,2450.0,2300.0,2450.0,2429.8571428571427,2439.9285714285716,57.35976688536009,40.345554107779236,150.0,0.0,1.0082897289670176,1.0041277554963552,7,0,2450.0
Kothavalasa APMC,1001,2026-07-20,2.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2369.0
Kovvur APMC,MTU-1010,2026-07-20,1.0,2441.0,2441.0,2441.0,2441.0,2400.0,2423.4285714285716,2411.714285714286,21.915421836819316,19.22109646847826,0.0,41.0,1.0072506484319734,1.012143111005805,7,0,2441.0
Kuchinapudi APMC,B P T,2026-07-20,1.0,2800.0,3000.0,2900.0,2900.0,2450.0,2642.8571428571427,2546.4285714285716,202.95436972501045,170.36644409837683,0.0,450.0,1.0972972972972974,1.1388499298737726,7,0,2800.0
Mylavaram APMC,1001,2026-07-20,0.1,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2369.0
Nandigama APMC,B P T,2026-07-20,0.2,1960.0,1970.0,1965.0,1970.0,1960.0,1977.142857142857,1963.5714285714287,12.535663410563158,23.074175660630765,-5.0,5.0,0.9938583815028902,1.0007275372862858,7,0,1930.0
Polavaram APMC,1001,2026-07-20,1.0,2445.0,2445.0,2445.0,2445.0,2390.0,2429.285714285714,2409.6428571428573,26.837252006083716,27.34848369543683,0.0,55.0,1.0064686856806822,1.0146731880835926,7,0,2445.0
Tiruvuru APMC,Sona,2026-07-20,26.0,2550.0,2550.0,2550.0,2500.0,2459.0,2479.8571428571427,2439.9285714285716,25.301044586001773,100.44551855509464,50.0,91.0,1.0282850394607985,1.0451125618431452,7,0,2500.0
Amalapuram APMC,1001,2026-07-21,8.0,2369.0,2468.0,2369.0,2369.0,2369.0,2368.8571428571427,2368.9285714285716,0.37796447300918423,0.26726124191244305,0.0,0.0,1.00006030635629,1.000030152268958,7,1,2369.0
Atmakur (SPSR Nellore District) APMC,Nellore Sanna,2026-07-21,39.800000000000004,2300.0,2400.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,1,2369.0
Bapatla APMC,B P T,2026-07-21,0.1,2400.0,2500.0,2450.0,2450.0,2450.0,2429.8571428571427,2439.9285714285716,57.35976688536009,40.345554107779236,0.0,0.0,1.0082897289670176,1.0041277554963552,7,1,2450.0
Kothavalasa APMC,1001,2026-07-21,2.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,1,2369.0
Kuchinapudi APMC,B P T,2026-07-21,1.0,2700.0,2900.0,2800.0,2900.0,2450.0,2707.1428571428573,2578.5714285714284,202.95436972501045,191.86762836181344,-100.0,350.0,1.0343007915567282,1.0858725761772854,7,1,2900.0
Mylavaram APMC,1001,2026-07-21,0.1,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,1,2369.0
Nandigama APMC,B P T,2026-07-21,0.1,1930.0,1930.0,1930.0,1965.0,1990.0,1977.857142857143,1963.2142857142858,11.495340671025463,23.005613266294475,-35.0,-60.0,0.9758035391838209,0.9830816809168638,7,1,1960.0
Polavaram APMC,1001,2026-07-21,1.0,2445.0,2445.0,2445.0,2445.0,2390.0,2437.1428571428573,2413.5714285714284,20.78804601550588,28.24539250572056,0.0,55.0,1.003223915592028,1.0130216040248594,7,1,2445.0
Ramachandrapuram APMC,Paddy,2026-07-21,8.0,2369.0,2375.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,1,2369.0
Tiruvuru APMC,Sona,2026-07-21,125.0,2500.0,2500.0,2500.0,2550.0,2450.0,2492.8571428571427,2472.0714285714284,34.503277967117704,31.93855708342721,-50.0,50.0,1.002865329512894,1.0112976393423676,7,1,2500.0
Amalapuram APMC,1001,2026-07-22,8.0,2369.0,2468.0,2369.0,2369.0,2369.0,2368.8571428571427,2368.9285714285716,0.37796447300918423,0.26726124191244305,0.0,0.0,1.00006030635629,1.000030152268958,7,2,2369.0
Atmakur (SPSR Nellore District) APMC,Nellore Sanna,2026-07-22,36.5,2300.0,2400.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,2369.0
Bapatla APMC,B P T,2026-07-22,0.1,2400.0,2500.0,2450.0,2450.0,2450.0,2429.8571428571427,2439.9285714285716,57.35976688536009,40.345554107779236,0.0,0.0,1.0082897289670176,1.0041277554963552,7,2,2450.0
Divi (HQ-Avanigadda) APMC,B P T,2026-07-22,0.1,2500.0,2600.0,2550.0,2500.0,2350.0,2385.714285714286,2367.8571428571427,55.634864026418676,42.0948693070542,50.0,200.0,1.0688622754491017,1.076923076923077,7,2,2550.0
Jaggampet APMC,Common,2026-07-22,0.1,2369.0,2380.0,2369.0,2379.0,2379.0,2379.0,2379.0,6.432516768660354e-06,2.768397237062547e-06,-10.0,-10.0,0.9957965531736024,0.9957965531736024,7,2,2369.0
Kothavalasa APMC,1001,2026-07-22,3.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,2369.0
Kovvur APMC,MTU-1010,2026-07-22,1.0,2441.0,2441.0,2441.0,2441.0,2400.0,2429.285714285714,2414.6428571428573,20.005951495445725,20.387051482052655,0.0,41.0,1.0048221111437812,1.0109155450377163,7,2,2441.0
Kuchinapudi APMC,B P T,2026-07-22,1.0,2800.0,3000.0,2900.0,2800.0,2450.0,2757.1428571428573,2603.5714285714284,169.3826324936421,196.5708775228673,100.0,450.0,1.0518134715025906,1.1138545953360768,7,2,3300.0
Mylavaram APMC,1001,2026-07-22,0.1,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,2369.0
Nandigama APMC,B P T,2026-07-22,0.1,1960.0,1960.0,1960.0,1930.0,1970.0,1969.2857142857142,1963.2142857142858,20.089087300609407,23.005613266294475,30.0,-10.0,0.995284729778745,0.9983627433145351,7,2,2250.0
Peddapuram APMC,1001,2026-07-22,0.1,2390.0,2500.0,2450.0,2310.0,2310.0,2310.0,2310.0,0.0,1.63777585735078e-05,140.0,140.0,1.0606060606060606,1.0606060606060606,7,2,2400.0
Polavaram APMC,1001,2026-07-22,1.0,2445.0,2445.0,2445.0,2445.0,2445.0,2445.0,2417.5,0.0,28.538098691452777,0.0,0.0,1.0,1.0113753877973113,7,2,2445.0
Ramachandrapuram APMC,Paddy,2026-07-22,0.1,2369.0,2375.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,2,2369.0
Tiruvuru APMC,Sona,2026-07-22,90.0,2500.0,2500.0,2500.0,2500.0,2450.0,2500.0,2475.6428571428573,28.867513459481305,32.07588872287991,0.0,50.0,1.0,1.0098387143310539,7,2,2500.0
Amalapuram APMC,1001,2026-07-23,0.1,2369.0,2468.0,2369.0,2369.0,2369.0,2368.8571428571427,2368.9285714285716,0.37796447300918423,0.26726124191244305,0.0,0.0,1.00006030635629,1.000030152268958,7,3,2369.0
Atmakur (SPSR Nellore District) APMC,Nellore Sanna,2026-07-23,26.5,2300.0,2400.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,2369.0
Banaganapalli APMC,Sona Mahsuri,2026-07-23,0.1,2000.0,2400.0,2200.0,2400.0,2400.0,2400.0,2421.4285714285716,0.0,42.5815313626315,-200.0,-200.0,0.9166666666666666,0.9085545722713864,7,3,2200.0
Bapatla APMC,B P T,2026-07-23,0.1,2400.0,2500.0,2450.0,2450.0,2450.0,2429.8571428571427,2439.9285714285716,57.35976688536009,40.345554107779236,0.0,0.0,1.0082897289670176,1.0041277554963552,7,3,2450.0
Divi (HQ-Avanigadda) APMC,B P T,2026-07-23,1.0,2500.0,2600.0,2550.0,2550.0,2400.0,2414.285714285714,2382.1428571428573,80.17837257372719,63.87229704394726,0.0,150.0,1.0562130177514792,1.0704647676161918,7,3,2500.0
Jaggampet APMC,Common,2026-07-23,0.1,2369.0,2380.0,2369.0,2369.0,2379.0,2377.5714285714284,2378.285714285714,3.779644730097445,2.6726124191254157,0.0,-10.0,0.9963948807306375,0.9960956271023547,7,3,2369.0
Karapa APMC,1001,2026-07-23,0.1,2360.0,2369.0,2366.0,2350.0,2300.0,2342.8571428571427,2321.4285714285716,18.898223650475984,25.677629550654874,16.0,66.0,1.009878048780488,1.0191999999999999,7,3,2660.0
Kothavalasa APMC,1001,2026-07-23,1.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,2369.0
Kovvur APMC,MTU-1010,2026-07-23,1.0,2441.0,2441.0,2441.0,2441.0,2400.0,2435.1428571428573,2417.5714285714284,15.49654339337958,21.055656231536815,0.0,41.0,1.0024052563651296,1.0096909531406961,7,3,2441.0
Kuchinapudi APMC,B P T,2026-07-23,1.0,3200.0,3400.0,3300.0,2900.0,2650.0,2821.4285714285716,2635.714285714286,107.459848537112,206.0886398434609,400.0,650.0,1.169620253164557,1.2520325203252032,7,3,3400.0
Mylavaram APMC,1001,2026-07-23,0.1,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,2369.0
Nandigama APMC,B P T,2026-07-23,0.1,2250.0,2250.0,2250.0,1960.0,1970.0,1967.857142857143,1964.642857142857,20.383233072215727,22.05450291666448,290.0,280.0,1.1433756805807622,1.145246318851118,7,3,2300.0
Peddapuram APMC,1001,2026-07-23,0.1,2380.0,2450.0,2400.0,2450.0,2310.0,2330.0,2320.0,52.91502622129181,37.41657386774325,-50.0,90.0,1.0300429184549356,1.0344827586206897,7,3,2380.0
Peddapuram APMC,1001,2026-07-23,0.1,2369.0,2400.0,2380.0,2400.0,2310.0,2342.8571428571427,2326.4285714285716,57.940856544780665,42.89650207313171,-20.0,70.0,1.0158536585365854,1.0230273257599016,7,3,2380.0
Pithapuram APMC,1001,2026-07-23,0.1,2369.0,2389.0,2379.0,2193.0,2193.0,2193.0,2193.0,0.0,0.0,186.0,186.0,1.084815321477428,1.084815321477428,7,3,2379.0
Polavaram APMC,1001,2026-07-23,1.0,2445.0,2445.0,2445.0,2445.0,2445.0,2445.0,2421.4285714285716,0.0,28.24539250572069,0.0,0.0,1.0,1.0097345132743363,7,3,2445.0
Prattipadu APMC,1001,2026-07-23,0.1,2369.0,2380.0,2380.0,2050.0,2050.0,2050.0,2050.0,0.0,0.0,330.0,330.0,1.1609756097560975,1.1609756097560975,7,3,2369.0
Rajahmundry APMC,Paddy,2026-07-23,1.0,2369.0,2369.0,2369.0,2300.0,2300.0,2300.0,2300.0,0.0,1.7308193508792924e-05,69.0,69.0,1.03,1.03,7,3,2369.0
Ramachandrapuram APMC,Paddy,2026-07-23,8.4,2369.0,2381.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,3,2369.0
Tiruvuru APMC,Sona,2026-07-23,90.0,2500.0,2500.0,2500.0,2500.0,2500.0,2507.1428571428573,2479.214285714286,18.898223650461368,31.783349708318685,0.0,0.0,0.9971509971509971,1.0083839926243914,7,3,2450.0
Amalapuram APMC,1001,2026-07-24,0.1,2369.0,2468.0,2369.0,2369.0,2369.0,2368.8571428571427,2368.9285714285716,0.37796447300918423,0.26726124191244305,0.0,0.0,1.00006030635629,1.000030152268958,7,4,2369.0
Atmakur (SPSR Nellore District) APMC,Nellore Sanna,2026-07-24,0.1,2300.0,2400.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,4,2369.0
Banaganapalli APMC,Sona Mahsuri,2026-07-24,0.1,2000.0,2400.0,2200.0,2200.0,2400.0,2371.4285714285716,2400.0,75.59289460184547,67.93662204867539,0.0,-200.0,0.927710843373494,0.9166666666666666,7,4,2200.0
Bapatla APMC,B P T,2026-07-24,0.1,2400.0,2500.0,2450.0,2450.0,2459.0,2429.8571428571427,2439.9285714285716,57.35976688536009,40.345554107779236,0.0,-9.0,1.0082897289670176,1.0041277554963552,7,4,2450.0
Divi (HQ-Avanigadda) APMC,B P T,2026-07-24,1.0,2450.0,2600.0,2500.0,2550.0,2350.0,2435.714285714286,2396.4285714285716,94.49111825230665,77.1219955512178,-50.0,150.0,1.0263929618768328,1.0432190760059612,7,4,2550.0
Jaggampet APMC,Common,2026-07-24,0.1,2369.0,2380.0,2369.0,2369.0,2379.0,2376.1428571428573,2377.5714285714284,4.879500364746443,3.631365196013461,0.0,-10.0,0.9969939277340226,0.9963948807306375,7,4,2369.0
Karapa APMC,1001,2026-07-24,1.0,2356.0,2696.0,2660.0,2366.0,2350.0,2352.285714285714,2326.1428571428573,6.047431568195376,27.439043330646687,294.0,310.0,1.1308150127535528,1.1435239206534422,7,4,2365.0
Kothavalasa APMC,1001,2026-07-24,1.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,4,2369.0
Kovvur APMC,MTU-1010,2026-07-24,1.0,2441.0,2441.0,2441.0,2441.0,2441.0,2441.0,2420.5,0.0,21.27385538817348,0.0,0.0,1.0,1.0084693245197274,7,4,2441.0
Kuchinapudi APMC,B P T,2026-07-24,1.0,3300.0,3500.0,3400.0,3300.0,2700.0,2914.285714285714,2696.4285714285716,186.4454471471609,264.1854576693358,100.0,700.0,1.1666666666666667,1.2609271523178807,7,4,3100.0
Mylavaram APMC,1001,2026-07-24,0.1,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,4,2369.0
Nandigama APMC,B P T,2026-07-24,0.1,2300.0,2300.0,2300.0,2250.0,1990.0,2007.857142857143,1985.357142857143,108.69901651108094,79.286828029006,50.0,310.0,1.145499822127357,1.1584817413203814,7,4,2350.0
Peddapuram APMC,1001,2026-07-24,0.1,2369.0,2400.0,2380.0,2380.0,2310.0,2352.8571428571427,2331.4285714285716,57.36267244886854,44.86855037982763,0.0,70.0,1.0115361262902247,1.0208333333333333,7,4,2369.0
Polavaram APMC,1001,2026-07-24,1.0,2445.0,2445.0,2445.0,2445.0,2445.0,2445.0,2425.3571428571427,0.0,27.348483695437103,0.0,0.0,1.0,1.0080989544986012,7,4,2445.0
Rajahmundry APMC,Paddy,2026-07-24,1.0,2369.0,2369.0,2369.0,2369.0,2300.0,2309.8571428571427,2304.9285714285716,26.079548637636723,18.44102569196564,0.0,69.0,1.0256045519203414,1.0277975766215253,7,4,2369.0
Ramachandrapuram APMC,Paddy,2026-07-24,0.1,2369.0,2375.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,4,2369.0
Tiruvuru APMC,Sona,2026-07-24,120.0,2450.0,2450.0,2450.0,2500.0,2500.0,2507.1428571428573,2482.785714285714,18.898223650461368,31.04879180463324,-50.0,-50.0,0.9772079772079771,0.9867947869616502,7,4,2500.0
Amalapuram APMC,1001,2026-07-25,0.1,2369.0,2468.0,2369.0,2369.0,2369.0,2368.8571428571427,2368.9285714285716,0.37796447300918423,0.26726124191244305,0.0,0.0,1.00006030635629,1.000030152268958,7,5,2369.0
Atmakur (SPSR Nellore District) APMC,Nellore Sanna,2026-07-25,0.1,2300.0,2400.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2369.0
Banaganapalli APMC,Sona Mahsuri,2026-07-25,0.1,2000.0,2400.0,2200.0,2200.0,2400.0,2342.8571428571427,2378.5714285714284,97.59000729485342,80.17837257372702,0.0,-200.0,0.9390243902439025,0.924924924924925,7,5,2200.0
Bapatla APMC,B P T,2026-07-25,0.1,2400.0,2500.0,2450.0,2450.0,2450.0,2428.5714285714284,2439.9285714285716,56.69467095138403,40.345554107779236,0.0,0.0,1.0088235294117647,1.0041277554963552,7,5,2450.0
Divi (HQ-Avanigadda) APMC,B P T,2026-07-25,1.0,2450.0,2600.0,2550.0,2500.0,2350.0,2457.1428571428573,2407.1428571428573,88.64052604279163,80.52028616141591,50.0,200.0,1.0377906976744184,1.059347181008902,7,5,2500.0
Jaggampet APMC,Common,2026-07-25,0.1,2369.0,2380.0,2369.0,2369.0,2379.0,2374.714285714286,2376.8571428571427,5.345224838251777,4.258153136263547,0.0,-10.0,0.9975936954821633,0.9966943142204593,7,5,2369.0
Karapa APMC,1001,2026-07-25,1.0,2360.0,2396.0,2365.0,2660.0,2350.0,2396.5714285714284,2351.8571428571427,116.31402486782521,92.53178841961227,-295.0,15.0,0.9868264186933715,1.0055882888902388,7,5,2962.0
Kothavalasa APMC,1001,2026-07-25,3.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2369.0
Kovvur APMC,MTU-1010,2026-07-25,1.0,2441.0,2441.0,2441.0,2441.0,2441.0,2441.0,2423.4285714285716,0.0,21.055656231536815,0.0,0.0,1.0,1.0072506484319734,7,5,2441.0
Kuchinapudi APMC,B P T,2026-07-25,1.0,3000.0,3200.0,3100.0,3400.0,2900.0,3014.285714285714,2764.285714285714,234.01261667248792,313.43541319027554,-300.0,200.0,1.028436018957346,1.1214470284237725,7,5,3100.0
Mylavaram APMC,1001,2026-07-25,0.1,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2369.0
Nandigama APMC,B P T,2026-07-25,0.1,2350.0,2350.0,2350.0,2300.0,1990.0,2052.1428571428573,2013.2142857142858,153.94417664793156,112.37997260080785,50.0,360.0,1.1451444483118691,1.1672875643072556,7,5,2350.0
Peddapuram APMC,1001,2026-07-25,0.1,2369.0,2390.0,2369.0,2380.0,2310.0,2362.8571428571427,2336.4285714285716,54.68524655221164,46.17810717664715,-11.0,59.0,1.0025997581620316,1.0139406909202078,7,5,2369.0
Pithapuram APMC,1001,2026-07-25,0.1,2369.0,2389.0,2379.0,2379.0,2193.0,2219.5714285714284,2206.285714285714,70.3013919797163,49.710590995710945,0.0,186.0,1.0718285383278625,1.0782828282828283,7,5,2379.0
Polavaram APMC,1001,2026-07-25,1.0,2445.0,2445.0,2445.0,2445.0,2445.0,2445.0,2429.285714285714,0.0,25.784397701617902,0.0,0.0,1.0,1.0064686856806822,7,5,2445.0
Rajahmundry APMC,Paddy,2026-07-25,1.0,2369.0,2369.0,2369.0,2369.0,2300.0,2319.714285714286,2309.8571428571427,33.668552516724425,25.056419852494724,0.0,69.0,1.0212464589235126,1.0256045519203414,7,5,2369.0
Ramachandrapuram APMC,Paddy,2026-07-25,16.7,2369.0,2395.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,5,2369.0
Rampachodvaram APMC,1001,2026-07-25,0.1,2369.0,2389.0,2379.0,2370.0,2370.0,2370.0,2370.0,0.0,0.0,9.0,9.0,1.0037974683544304,1.0037974683544304,7,5,2379.0
Tiruvuru APMC,Sona,2026-07-25,160.0,2500.0,2500.0,2500.0,2450.0,2500.0,2500.0,2482.785714285714,28.867513459481305,31.04879180463324,50.0,0.0,1.0,1.0069334560833165,7,5,2500.0
Atmakur (SPSR Nellore District) APMC,Nellore Sanna,2026-07-26,0.1,2300.0,2400.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2369.0
Banaganapalli APMC,Sona Mahsuri,2026-07-26,0.1,2000.0,2400.0,2200.0,2200.0,2400.0,2314.285714285714,2357.1428571428573,106.90449676496989,85.16306272526367,0.0,-200.0,0.9506172839506173,0.9333333333333332,7,6,2200.0
Jaggampet APMC,Common,2026-07-26,0.1,2369.0,2380.0,2369.0,2369.0,2379.0,2373.285714285714,2376.1428571428573,5.345224838251646,4.688072309385128,0.0,-10.0,0.9981941852765907,0.9969939277340226,7,6,2369.0
Karapa APMC,1001,2026-07-26,0.1,2960.0,2963.0,2962.0,2365.0,2350.0,2398.714285714286,2356.5,115.4479887015741,91.3528661501443,597.0,612.0,1.2348281817640403,1.2569488648419267,7,6,2365.0
Kothavalasa APMC,1001,2026-07-26,1.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2369.0
Mylavaram APMC,1001,2026-07-26,0.1,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2369.0
Nandigama APMC,B P T,2026-07-26,0.1,2350.0,2350.0,2350.0,2350.0,1970.0,2103.5714285714284,2040.357142857143,186.42948366863118,142.8886641048562,0.0,380.0,1.1171477079796266,1.1517591458078067,7,6,2300.0
Peddapuram APMC,1001,2026-07-26,0.1,2369.0,2400.0,2369.0,2369.0,2310.0,2371.285714285714,2340.6428571428573,49.47967355630061,46.27278173689874,0.0,59.0,0.9990360865112357,1.0121151087918459,7,6,2369.0
Rajahmundry APMC,Paddy,2026-07-26,1.0,2369.0,2369.0,2369.0,2369.0,2300.0,2329.5714285714284,2314.785714285714,36.88205138391461,29.381256640221572,0.0,69.0,1.0169252468265162,1.0234208658623136,7,6,2369.0
Ramachandrapuram APMC,Paddy,2026-07-26,14.700000000000001,2369.0,2380.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,6,2369.0
Tiruvuru APMC,Sona,2026-07-26,155.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,2486.3571428571427,28.867513459481305,29.839589455974625,0.0,0.0,1.0,1.005487086672987,7,6,2500.0
Amalapuram APMC,1001,2026-07-27,0.1,2369.0,2468.0,2369.0,2369.0,2368.0,2368.8571428571427,2368.9285714285716,0.37796447300918423,0.26726124191244305,0.0,1.0,1.00006030635629,1.000030152268958,7,0,2369.0
Atmakur (SPSR Nellore District) APMC,Nellore Sanna,2026-07-27,0.1,2300.0,2400.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2369.0
Banaganapalli APMC,Sona Mahsuri,2026-07-27,0.1,2000.0,2400.0,2200.0,2200.0,2400.0,2285.714285714286,2342.8571428571427,106.90449676496989,93.7614461876987,0.0,-200.0,0.9625,0.9390243902439025,7,0,2200.0
Bapatla APMC,B P T,2026-07-27,0.1,2400.0,2500.0,2450.0,2450.0,2300.0,2428.5714285714284,2439.9285714285716,56.69467095138403,40.345554107779236,0.0,150.0,1.0088235294117647,1.0041277554963552,7,0,2450.0
Divi (HQ-Avanigadda) APMC,B P T,2026-07-27,1.0,2400.0,2600.0,2500.0,2550.0,2400.0,2485.714285714286,2421.4285714285716,80.17837257372707,87.07707839849336,-50.0,100.0,1.0057471264367817,1.0324483775811208,7,0,2525.0
Jaggampet APMC,Common,2026-07-27,0.1,2369.0,2380.0,2369.0,2369.0,2379.0,2371.8571428571427,2375.4285714285716,4.879500364745918,4.972451580988524,0.0,-10.0,0.9987953984219721,0.9972937214337262,7,0,2369.0
Karapa APMC,1001,2026-07-27,1.0,2360.0,2369.0,2365.0,2962.0,2350.0,2486.1428571428573,2403.785714285714,238.53052115779738,184.1037243476659,-597.0,15.0,0.9512727690628052,0.9838647371705346,7,0,2369.0
Kothavalasa APMC,1001,2026-07-27,2.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2369.0
Kovvur APMC,MTU-1010,2026-07-27,1.0,2441.0,2441.0,2441.0,2441.0,2441.0,2441.0,2426.3571428571427,0.0,20.387051482052655,0.0,0.0,1.0,1.0060349141864642,7,0,2441.0
Kuchinapudi APMC,B P T,2026-07-27,1.0,3000.0,3200.0,3100.0,3100.0,2900.0,3042.8571428571427,2810.714285714286,229.90681342044405,311.43499842143444,0.0,200.0,1.0187793427230047,1.1029224904701398,7,0,3200.0
Mylavaram APMC,1001,2026-07-27,0.1,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,2369.0,0.0,0.0,0.0,0.0,1.0,1.0,7,0,2369.0
Nandigama APMC,B P T,2026-07-27,0.2,2250.0,2350.0,2300.0,2350.0,1965.0,2157.8571428571427,2067.5,196.126174159586,163.15106260999144,-50.0,335.0,1.0658722277391592,1.1124546553808947,7,0,2350.0
